24.06.2024,2200,employee_b3338b123c,Администратор,Производство Черникова,Оклад,,2024
24.06.2024,710,employee_b3338b123c,Администратор,Производство Черникова,Процент,,2024
24.06.2024,500,employee_b3338b123c,Администратор,Производство Черникова,Депозит удержание,,2024
18.06.2024,2600,employee_1e9833c276,Сушист,Производство Черникова,Оклад,,2024
18.06.2024,732,employee_1e9833c276,Сушист,Производство Черникова,Процент,,2024
18.06.2024,700,employee_1e9833c276,Сушист,Производство Черникова,Штрафы по ревизиям,,2024
19.06.2024,550,employee_1e9833c276,Сушист,Производство Черникова,Штрафы и удержания,[redacted_comment],2024
21.06.2024,2700,employee_1e9833c276,Сушист,Производство Черникова,Оклад,,2024
21.06.2024,1126,employee_1e9833c276,Сушист,Производство Черникова,Процент,,2024
22.06.2024,3000,employee_1e9833c276,Сушист,Производство Черникова,Оклад,,2024
22.06.2024,1098,employee_1e9833c276,Сушист,Производство Черникова,Процент,,2024
23.06.2024,2600,employee_1e9833c276,Сушист,Производство Черникова,Оклад,,2024
23.06.2024,693,employee_1e9833c276,Сушист,Производство Черникова,Процент,,2024
24.06.2024,2900,employee_1e9833c276,Сушист,Производство Черникова,Оклад,,2024
24.06.2024,888,employee_1e9833c276,Сушист,Производство Черникова,Процент,,2024
18.06.2024,700,employee_b5882a32e7,Сушист,Производство Черникова,Штрафы по ревизиям,,2024
19.06.2024,3100,employee_b5882a32e7,Сушист,Производство Черникова,Оклад,,2024
19.06.2024,983,employee_b5882a32e7,Сушист,Производство Черникова,Процент,,2024
20.06.2024,3100,employee_b5882a32e7,Сушист,Производство Черникова,Оклад,,2024
20.06.2024,870,employee_b5882a32e7,Сушист,Производство Черникова,Процент,,2024
20.06.2024,550,employee_b5882a32e7,Сушист,Производство Черникова,Штрафы и удержания,[redacted_comment],2024
21.06.2024,3200,employee_b5882a32e7,Сушист,Производство Черникова,Оклад,,2024
21.06.2024,1126,employee_b5882a32e7,Сушист,Производство Черникова,Процент,,2024
22.06.2024,3200,employee_b5882a32e7,Сушист,Производство Черникова,Оклад,,2024
22.06.2024,1098,employee_b5882a32e7,Сушист,Производство Черникова,Процент,,2024
22.06.2024,100,employee_b5882a32e7,Сушист,Производство Черникова,Штрафы и удержания,[redacted_comment],2024
23.06.2024,3100,employee_b5882a32e7,Сушист,Производство Черникова,Оклад,,2024
23.06.2024,693,employee_b5882a32e7,Сушист,Производство Черникова,Процент,,2024
18.06.2024,2200,employee_51247484d7,Администратор,Производство Черникова,Оклад,,2024
18.06.2024,585,employee_51247484d7,Администратор,Производство Черникова,Процент,,2024
21.06.2024,2300,employee_51247484d7,Администратор,Производство Черникова,Оклад,,2024
21.06.2024,901,employee_51247484d7,Администратор,Производство Черникова,Процент,,2024
22.06.2024,2300,employee_51247484d7,Администратор,Производство Черникова,Оклад,,2024
22.06.2024,878,employee_51247484d7,Администратор,Производство Черникова,Процент,,2024
23.06.2024,2200,employee_51247484d7,Администратор,Производство Черникова,Оклад,,2024
23.06.2024,554,employee_51247484d7,Администратор,Производство Черникова,Процент,,2024
24.06.2024,500,employee_51247484d7,Администратор,Производство Черникова,Депозит удержание,,2024
18.06.2024,2000,employee_0fd7b576bb,Сушист,Производство Черникова,Оклад,,2024
18.06.2024,366,employee_0fd7b576bb,Сушист,Производство Черникова,Процент,,2024
18.06.2024,700,employee_0fd7b576bb,Сушист,Производство Черникова,Штрафы по ревизиям,,2024
19.06.2024,2000,employee_0fd7b576bb,Сушист,Производство Черникова,Оклад,,2024
19.06.2024,492,employee_0fd7b576bb,Сушист,Производство Черникова,Процент,,2024
19.06.2024,550,employee_0fd7b576bb,Сушист,Производство Черникова,Штрафы и удержания,[redacted_comment],2024
21.06.2024,2100,employee_0fd7b576bb,Сушист,Производство Черникова,Оклад,,2024
21.06.2024,563,employee_0fd7b576bb,Сушист,Производство Черникова,Процент,,2024
22.06.2024,2100,employee_0fd7b576bb,Сушист,Производство Черникова,Оклад,,2024
22.06.2024,549,employee_0fd7b576bb,Сушист,Производство Черникова,Процент,,2024
23.06.2024,1833,employee_0fd7b576bb,Сушист,Производство Черникова,Оклад,,2024
23.06.2024,317,employee_0fd7b576bb,Сушист,Производство Черникова,Процент,,2024
24.06.2024,2000,employee_0fd7b576bb,Сушист,Производство Черникова,Оклад,,2024
24.06.2024,444,employee_0fd7b576bb,Сушист,Производство Черникова,Процент,,2024
18.06.2024,700,employee_908545f9b4,Пиццерист,Производство Черникова,Штрафы по ревизиям,,2024
20.06.2024,1800,employee_908545f9b4,Пиццерист,Производство Черникова,Оклад,,2024
20.06.2024,435,employee_908545f9b4,Пиццерист,Производство Черникова,Процент,,2024
21.06.2024,1900,employee_908545f9b4,Пиццерист,Производство Черникова,Оклад,,2024
21.06.2024,563,employee_908545f9b4,Пиццерист,Производство Черникова,Процент,,2024
23.06.2024,1800,employee_908545f9b4,Пиццерист,Производство Черникова,Оклад,,2024
23.06.2024,346,employee_908545f9b4,Пиццерист,Производство Черникова,Процент,,2024
24.06.2024,600,employee_908545f9b4,Пиццерист,Производство Черникова,Оклад,,2024
24.06.2024,148,employee_908545f9b4,Пиццерист,Производство Черникова,Процент,,2024
18.06.2024,1800,employee_8b0eb48cc4,Шаурмист,Производство Черникова,Оклад,,2024
18.06.2024,366,employee_8b0eb48cc4,Шаурмист,Производство Черникова,Процент,,2024
18.06.2024,700,employee_8b0eb48cc4,Шаурмист,Производство Черникова,Штрафы по ревизиям,,2024
21.06.2024,1900,employee_8b0eb48cc4,Шаурмист,Производство Черникова,Оклад,,2024
21.06.2024,563,employee_8b0eb48cc4,Шаурмист,Производство Черникова,Процент,,2024
22.06.2024,1900,employee_8b0eb48cc4,Шаурмист,Производство Черникова,Оклад,,2024
22.06.2024,549,employee_8b0eb48cc4,Шаурмист,Производство Черникова,Процент,,2024
19.06.2024,2000,employee_82ceca1c22,Администратор,Производство Черникова,Оклад,,2024
19.06.2024,492,employee_82ceca1c22,Администратор,Производство Черникова,Процент,,2024
20.06.2024,2000,employee_82ceca1c22,Администратор,Производство Черникова,Оклад,,2024
20.06.2024,435,employee_82ceca1c22,Администратор,Производство Черникова,Процент,,2024
21.06.2024,2100,employee_82ceca1c22,Администратор,Производство Черникова,Оклад,,2024
21.06.2024,563,employee_82ceca1c22,Администратор,Производство Черникова,Процент,,2024
22.06.2024,2100,employee_82ceca1c22,Администратор,Производство Черникова,Оклад,,2024
22.06.2024,549,employee_82ceca1c22,Администратор,Производство Черникова,Процент,,2024
24.06.2024,500,employee_82ceca1c22,Администратор,Производство Черникова,Депозит удержание,,2024
18.06.2024,2000,employee_2dcfa0649d,Администратор,Производство Черникова,Оклад,,2024
18.06.2024,366,employee_2dcfa0649d,Администратор,Производство Черникова,Процент,,2024
18.06.2024,100,employee_2dcfa0649d,Администратор,Производство Черникова,Премия,[redacted_comment],2024
19.06.2024,2000,employee_2dcfa0649d,Администратор,Производство Черникова,Оклад,,2024
19.06.2024,492,employee_2dcfa0649d,Администратор,Производство Черникова,Процент,,2024
20.06.2024,2000,employee_2dcfa0649d,Администратор,Производство Черникова,Оклад,,2024
20.06.2024,435,employee_2dcfa0649d,Администратор,Производство Черникова,Процент,,2024
20.06.2024,100,employee_2dcfa0649d,Администратор,Производство Черникова,Премия,[redacted_comment],2024
23.06.2024,2000,employee_2dcfa0649d,Администратор,Производство Черникова,Оклад,,2024
23.06.2024,346,employee_2dcfa0649d,Администратор,Производство Черникова,Процент,,2024
24.06.2024,2000,employee_2dcfa0649d,Администратор,Производство Черникова,Оклад,,2024
24.06.2024,444,employee_2dcfa0649d,Администратор,Производство Черникова,Процент,,2024
24.06.2024,500,employee_2dcfa0649d,Администратор,Производство Черникова,Депозит удержание,,2024
18.06.2024,1800,employee_47a96f6744,Пиццерист,Производство Черникова,Оклад,,2024
18.06.2024,366,employee_47a96f6744,Пиццерист,Производство Черникова,Процент,,2024
18.06.2024,700,employee_47a96f6744,Пиццерист,Производство Черникова,Штрафы по ревизиям,,2024
21.06.2024,1600,employee_47a96f6744,Сушист,Производство Черникова,Оклад,,2024
21.06.2024,282,employee_47a96f6744,Сушист,Производство Черникова,Процент,,2024
21.06.2024,200,employee_47a96f6744,Сушист,Производство Черникова,Премия,[redacted_comment],2024
22.06.2024,1900,employee_47a96f6744,Пиццерист,Производство Черникова,Оклад,,2024
22.06.2024,549,employee_47a96f6744,Пиццерист,Производство Черникова,Процент,,2024
